Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,"Idication
"
1yle_A_cavity_1,7,4.165,0.595,6,0,1,0,0,0,Arginine N-succinyltransferase subunit alpha,NONE,P80357,Involved in binding,NONE,"NONE
"
2qq5_A_cavity_1,7,4.161,0.5944,4,1,1,0,1,0,Dehydrogenase/reductase SDR family member 1,NONE,Q96LJ7,NONE,NONE,"NONE
"
1xk0_A_cavity_1,7,4.152,0.5931,5,0,1,0,1,0,Heme oxygenase 1,OXIDOREDUCTASE,HMOX1_HUMAN,"Heme oxygenase cleaves the heme ring at the alpha methene bridge to form biliverdin. Biliverdin is subsequently converted to bilirubin by biliverdin reductase. Under physiological conditions, the activity of heme oxygenase is highest in the spleen, where ",NONE,"Sepsis;Cancer
"
3crq_A_cavity_1,7,4.14,0.5914,4,1,1,1,0,0,tRNA Delta(2)-isopentenylpyrophosphate transferase,NONE,Q9HUL9,NONE,NONE,"NONE
"
1ud1_C_cavity_2,7,4.138,0.5911,6,1,0,0,0,0,Glycinin G1,NONE,P04776,NONE,NONE,"NONE
"
3bpt_A_cavity_3,13,7.67,0.59,6,2,2,3,0,0,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",NONE,Q6NVY1,NONE,NONE,"NONE
"
1sy6_H_cavity_1,8,4.712,0.589,5,1,1,1,0,0,T-cell surface glycoprotein CD3 epsilon chain,SIGNALING PROTEIN/ANTIBIOTIC,CD3E_HUMAN,The CD3 complex mediates signal transduction.,NONE,"NONE
"
1q8b_A_cavity_1,7,4.122,0.5889,4,0,1,1,1,0,Uncharacterized protein yjcS,NONE,O31641,NONE,NONE,"NONE
"
1tu8_A_cavity_1,11,6.469,0.588,6,1,1,0,3,0,Glutathione S-transferase 2,NONE,P46427,Involved in glutathione transferase activity,NONE,"NONE
"
2a98_A_cavity_2,8,4.703,0.5879,4,0,2,2,0,0,Inositol-trisphosphate 3-kinase C,NONE,Q96DU7,NONE,NONE,"NONE
"
1yzx_A_cavity_1,9,5.284,0.5871,6,0,2,1,0,0,Glutathione S-transferase kappa 1,NONE,Q9Y2Q3,NONE,NONE,"NONE
"
1g3m_B_cavity_1,8,4.688,0.5861,6,0,1,0,1,0,Estrogen sulfotransferase,TRANSFERASE,ST1E1_HUMAN,"May control the level of the estrogen receptor by sulfurylating free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol ",NONE,"NONE
"
1eyr_A_cavity_1,7,4.102,0.586,6,0,1,0,0,0,N-acylneuraminate cytidylyltransferase,NONE,P0A0Z8,Cell wall/membrane/envelope biogenesis,NONE,"NONE
"
2qnc_B_cavity_1,7,4.101,0.5858,6,1,0,0,0,0,Recombination endonuclease VII,NONE,P13340,NONE,NONE,"NONE
"
3bom_B_cavity_1,7,4.098,0.5854,6,0,0,0,1,0,Hemoglobin subunit alpha-4,NONE,P14527,NONE,NONE,"NONE
"
1n8w_A_cavity_3,7,4.094,0.5849,6,1,0,0,0,0,Malate synthase G,NONE,P0A5J4,Energy production and conversion,NONE,"NONE
"
2r55_A_cavity_1,7,4.093,0.5848,4,1,1,1,0,0,StAR-related lipid transfer protein 5,NONE,Q9NSY2,NONE,NONE,"NONE
"
3fz7_F_cavity_2,7,4.093,0.5848,5,0,1,1,0,0,Glutamate decarboxylase beta,NONE,P69910,NONE,NONE,"NONE
"
1mw5_B_cavity_1,7,4.092,0.5845,5,1,1,0,0,0,Uncharacterized protein HI1480,NONE,P44209,NONE,NONE,"NONE
"
1nst_A_cavity_1,7,4.091,0.5844,4,1,0,1,1,0,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,NONE,P52848,Involved in sulfotransferase activity,NONE,"NONE
"
2cxj_B_cavity_1,7,4.086,0.5837,6,0,1,0,0,0,Protein S100-A13,NONE,P97352,NONE,NONE,"NONE
"
1lrz_A_cavity_2,7,4.083,0.5833,4,0,2,1,0,0,Aminoacyltransferase femA,NONE,P0A0A5,NONE,NONE,"NONE
"
1a4e_A_cavity_2,7,4.079,0.5827,6,1,0,0,0,0,Peroxisomal catalase A,NONE,P15202,Involved in catalase activity,NONE,"NONE
"
1gqm_E_cavity_1,7,4.079,0.5827,6,0,1,0,0,0,Protein S100-A12,CALCIUM BINDING,S10AC_HUMAN,Calcitermin possesses antifungal activity against C.albicans and is also active against E.coli and P.aeruginosa but not L.monocytogenes and S.aureus.,NONE,"NONE
"
1zs6_A_cavity_1,9,5.242,0.5825,5,1,1,0,2,0,Nucleoside diphosphate kinase 3,TRANSFERASE,NDK3_HUMAN,"Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate. Probably has a role in normal hematopoiesi",NONE,"NONE
"
1mhy_D_cavity_1,7,4.076,0.5823,4,3,0,0,0,0,Methane monooxygenase component A alpha chain,NONE,P27353,NONE,NONE,"NONE
"
1n2c_D_cavity_4,8,4.647,0.5809,6,1,1,0,0,0,Nitrogenase molybdenum-iron protein alpha chain,NONE,P07328,NONE,NONE,"NONE
"
3ezt_B_cavity_1,8,4.646,0.5807,5,1,1,0,1,0,Histone deacetylase 8,NONE,Q9BY41,Chromatin structure and dynamics,NONE,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.
"
1qls_A_cavity_1,7,4.064,0.5806,7,0,0,0,0,0,Annexin A1,COMPLEX (LIGAND/ANNEXIN),ANXA1_HUMAN,Calcium/phospholipid-binding protein which promotes membrane fusion and is involved in exocytosis. This protein regulates phospholipase A2 activity. It seems to bind from two to four calcium ions with high affinity.,NONE,"Cancer
"
1jnd_A_cavity_1,12,6.964,0.5803,6,1,2,0,3,0,Chitinase-like protein Idgf2,NONE,Q9V3D4,Involved in nutrient reservoir activity,NONE,"NONE
"
1m1b_B_cavity_1,7,4.061,0.5801,4,2,0,0,1,0,Phosphoenolpyruvate phosphomutase,NONE,P56839,Carbohydrate transport and metabolism,NONE,"NONE
"
1j7x_A_cavity_3,7,4.055,0.5794,4,1,1,1,0,0,Retinol-binding protein 3,NONE,Q7SZI7,NONE,NONE,"NONE
"
2c96_A_cavity_1,8,4.626,0.5782,5,2,0,0,1,0,Psp operon transcriptional activator,NONE,P37344,NONE,NONE,"NONE
"
2dy3_C_cavity_1,9,5.2,0.5777,5,1,1,0,2,0,Alanine racemase,NONE,Q8RSU9,NONE,NONE,"NONE
"
1uhi_B_cavity_1,10,5.77,0.577,5,1,2,0,2,0,Aequorin-2,NONE,P02592,Involved in calcium ion binding,NONE,"NONE
"
3dra_B_cavity_3,9,5.193,0.577,4,2,1,1,1,0,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,NONE,Q9Y765,NONE,NONE,"NONE
"
1m3s_A_cavity_1,7,4.039,0.577,4,1,1,0,1,0,3-hexulose-6-phosphate isomerase,NONE,P42404,NONE,NONE,"NONE
"
2w9h_A_cavity_1,9,5.192,0.5769,5,1,1,1,1,0,Dihydrofolate reductase,NONE,P0A017,NONE,NONE,"NONE
"
2qre_A_cavity_1,8,4.609,0.5761,5,1,1,1,0,0,SNF1-like protein kinase ssp2,NONE,O74536,NONE,NONE,"NONE
"
1spg_A_cavity_1,9,5.177,0.5752,7,0,1,0,1,0,Hemoglobin subunit alpha,NONE,P56250,NONE,NONE,"NONE
"
2bcg_G_cavity_1,7,4.019,0.5742,7,0,0,0,0,0,Rab GDP-dissociation inhibitor,NONE,P39958,NONE,NONE,"NONE
"
2fyn_M_cavity_3,8,4.581,0.5726,6,1,1,0,0,0,Cytochrome b,NONE,Q02761,NONE,NONE,"NONE
"
3fwz_B_cavity_1,7,4.008,0.5725,6,0,1,0,0,0,Inner membrane protein ybaL,NONE,P39830,NONE,NONE,"NONE
"
2k9f_A_cavity_1,7,4.007,0.5725,6,0,1,0,0,0,Peptide methionine sulfoxide reductase msrA/msrB,NONE,Q9JWM8,NONE,NONE,"NONE
"
1o8v_A_cavity_1,7,4.007,0.5724,5,1,1,0,0,0,Fatty acid-binding protein homolog 1,NONE,Q02970,Involved in fatty acid binding,NONE,"NONE
"
1b80_A_cavity_1,9,5.147,0.5719,5,1,1,0,2,0,Ligninase H8,NONE,P06181,Involved in peroxidase activity,NONE,"NONE
"
1xup_O_cavity_3,7,4.004,0.5719,4,1,1,0,1,0,Glycerol kinase,NONE,O34153,NONE,NONE,"NONE
"
2zfu_B_cavity_1,7,4.003,0.5718,4,0,2,1,0,0,Ribosomal RNA-processing protein 8,NONE,O43159,NONE,NONE,"NONE
"
1bin_B_cavity_1,7,4.001,0.5715,6,0,0,0,1,0,Leghemoglobin A,NONE,P02238,Involved in iron ion binding,NONE,"NONE
"
1u63_C_cavity_2,7,4,0.5714,5,0,1,1,0,0,50S ribosomal protein L1P,NONE,P54050,"Translation, ribosomal structure and biogenesis",NONE,"NONE
"
2bz0_A_cavity_1,7,3.998,0.5712,6,0,1,0,0,0,GTP cyclohydrolase-2,NONE,P0A7I7,NONE,NONE,"NONE
"
3eay_A_cavity_1,7,3.996,0.5709,3,1,1,0,2,0,Sentrin-specific protease 7,HYDROLASE,SENP7_HUMAN,"Protease that deconjugates SUMO2 and SUMO3 from targeted proteins, but not SUMO1. Catalyzes the deconjugation of poly-SUMO2 and poly-SUMO3 chains. Has very low efficiency in processing full- length SUMO proteins to their mature forms.",NONE,"NONE
"
1f0n_A_cavity_1,9,5.13,0.57,6,2,0,0,1,0,Antigen 85-B,NONE,P0C5B9,NONE,NONE,"NONE
"
1si2_A_cavity_1,8,4.552,0.569,5,0,2,0,1,0,Eukaryotic translation initiation factor 2C 1,GENE REGULATION/RNA/DNA,I2C1_HUMAN,Plays an important role in the eukaryotic peptide chain initiation process.,NONE,"NONE
"
1t9g_S_cavity_1,7,3.979,0.5684,3,0,2,1,1,0,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial","OXIDOREDUCTASE, ELECTRON TRANSPORT",ACADM_HUMAN,This enzyme is specific for acyl chain lengths of 4 to 16.,"Defects in ACADM are the cause of medium-chain acyl-CoA dehydrogenase deficiency (MCAD deficiency) [MIM:201450]. It is an autosomal recessive disease which causes fasting hypoglycemia, hepatic dysfunction, and encephalopathy, often resulting in death in infancy. The disease frequency is one in 13000.","NONE
"
1jl4_A_cavity_3,8,4.546,0.5682,5,0,2,0,1,0,"H-2 class II histocompatibility antigen, A-K alpha chain",NONE,P01910,NONE,NONE,"NONE
"
1hfe_M_cavity_4,7,3.975,0.5678,3,1,1,1,1,0,Periplasmic [Fe] hydrogenase large subunit,NONE,P07598,NONE,NONE,"NONE
"
1vi1_B_cavity_2,7,3.972,0.5674,5,0,1,1,0,0,Fatty acid/phospholipid synthesis protein plsX,NONE,P71018,NONE,NONE,"NONE
"
1jey_B_cavity_1,8,4.539,0.5673,6,0,2,0,0,0,ATP-dependent DNA helicase 2 subunit 1,NONE,P12956,NONE,NONE,"NONE
"
1ehw_A_cavity_1,8,4.534,0.5668,4,1,1,1,1,0,"Nucleoside diphosphate kinase, mitochondrial",NONE,O00746,NONE,NONE,"NONE
"
1p6p_A_cavity_1,7,3.965,0.5664,5,2,0,0,0,0,"Fatty acid-binding protein, liver",NONE,P83409,NONE,NONE,"NONE
"
1lns_A_cavity_2,7,3.964,0.5663,3,0,2,1,1,0,Xaa-Pro dipeptidyl-peptidase,NONE,P22346,NONE,NONE,"NONE
"
1a7b_A_cavity_2,7,3.963,0.5661,6,1,0,0,0,0,T-cell surface antigen CD2,NONE,P08921,NONE,NONE,"NONE
"
1nfd_H_cavity_2,8,4.526,0.5658,6,1,1,0,0,0,T-cell receptor beta-1 chain C region,NONE,P01852,NONE,NONE,"NONE
"
2r6w_A_cavity_1,8,4.524,0.5655,4,1,1,2,0,0,Estrogen receptor,TRANSCRIPTION,ESR1_HUMAN,Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues.,NONE,"Melanoma;Brain tumor;Inflammation;Myocardial infarction;Fibrosis;Brain ischemia;Psoriasis;Rheumatoid arthritis;Retinitis pigmentosa;Atherosclerosis;Genitourinary disease;Breast disease;Atrophy;Crohns disease;Testosterone deficiency;Uterine fibroids;Fibrocystic breast disease;Arthralgia;Prostatitis;Prostate hyperplasia;Inflammatory bowel disease;Solid tumor;Gynecological disorder;Vascular disease;Contraception;Cancer;Sepsis;Hypercholesterolemia;Neurological disease;Ataxia;Cognitive disorder;Osteoporosis;Gynecomastia;Major depressive disorder;Acne;Female contraception;Dysmenorrhea;Neoplasm;Central nervous system disease;Multiple sclerosis;Alcoholism;Lacrimal gland disease;Carcinoma;Cardiovascular disease;Menopause;Unidentified indication;Alzheimers disease;Breast tumor;Scar tissue;Hyperlipidemia;Postmenopausal osteoporosis;Papillomavirus infection;Ovary tumor;Prostate tumor;Adrenal disease;Urinary dysfunction;Estrogen deficiency;Endometriosis;Hormone deficiency;Musculoskeletal disease;Glioma;Vagina disease;Non-small-cell lung cancer;Parkinsons disease;Uterus tumor;Psychiatric disorder
"
1s5a_A_cavity_1,7,3.957,0.5654,3,1,1,2,0,0,Hypothetical protein yesE,NONE,O31511,NONE,NONE,"NONE
"
2pp4_A_cavity_1,8,4.522,0.5653,6,1,1,0,0,0,Protein CBFA2T1,TRANSCRIPTION,MTG8_HUMAN,Transcription regulator that excerts its function by binding to histone deacetylases and transcription factors. Can repress transactivation mediated by TCF12.,A chromosomal aberration involving RUNX1T1 is a cause of acute myeloid leukemia (AML-M2). Translocation t(8;21)(q22;q22) with RUNX1/AML1.;Defects in RUNX1T1 may be a cause of colorectal cancer (CRC) [MIM:114500].,"NONE
"
1xpk_C_cavity_1,7,3.953,0.5648,4,0,2,0,1,0,3-hydroxy-3-methylglutaryl CoA synthase,NONE,Q79ZY6,Involved in hydroxymethylglutaryl-CoA synthase activity,NONE,"NONE
"
1ggl_B_cavity_1,8,4.511,0.5639,7,0,1,0,0,0,Retinol-binding protein 5,TRANSPORT PROTEIN,RET5_HUMAN,Intracellular transport of retinol.,NONE,"NONE
"
1mba_A_cavity_1,7,3.945,0.5636,6,0,0,0,1,0,Globin,NONE,P02210,Involved in iron ion binding,NONE,"NONE
"
1n97_A_cavity_2,7,3.939,0.5627,6,1,0,0,0,0,Cytochrome P450,NONE,Q746J6,Involved in monooxygenase activity,NONE,"NONE
"
1b0n_B_cavity_1,7,3.938,0.5626,6,1,0,0,0,0,HTH-type transcriptional regulator sinR,NONE,P06533,NONE,NONE,"NONE
"
1bq6_A_cavity_2,7,3.938,0.5625,4,1,1,0,1,0,Chalcone synthase 2,NONE,P30074,"Secondary metabolites biosynthesis, transport and catabolism",NONE,"NONE
"
2vz6_A_cavity_1,8,4.495,0.5619,5,2,0,1,0,0,Calcium/calmodulin-dependent protein kinase type II alpha chain,TRANSFERASE,KCC2A_HUMAN,CaM-kinase II (CAMK2) is a prominent kinase in the central nervous system that may function in long-term potentiation and neurotransmitter release. Member of the NMDAR signaling complex in excitatory synapses it may regulate NMDAR-dependent potentiation o,NONE,"NONE
"
1yi5_I_cavity_1,7,3.928,0.5612,5,0,1,1,0,0,Acetylcholine-binding protein,NONE,P58154,Involved in extracellular ligand-gated ion channel activity,NONE,"For the relief of nicotine withdrawal symptoms and as an aid to smoking cessation.
"
1aok_B_cavity_1,8,4.485,0.5606,5,1,1,1,0,0,Phospholipase A2 inhibitor,NONE,P04084,NONE,NONE,"NONE
"
1jtb_A_cavity_1,7,3.923,0.5604,6,0,1,0,0,0,Nonspecific lipid-transfer protein 1,NONE,P07597,Involved in lipid binding,NONE,"NONE
"
1ix1_B_cavity_1,7,3.92,0.56,3,1,1,1,1,0,Peptide deformylase,NONE,Q9I7A8,"Translation, ribosomal structure and biogenesis",NONE,"NONE
"
2qqh_A_cavity_2,7,3.918,0.5598,4,0,2,0,1,0,Complement component C8 alpha chain,NONE,P07357,NONE,NONE,"NONE
"
1oqs_H_cavity_1,8,4.474,0.5593,5,1,1,1,0,0,Phospholipase A2 RV-7,NONE,P31100,NONE,NONE,"NONE
"
2iuk_B_cavity_1,7,3.907,0.5581,5,1,0,1,0,0,Seed lipoxygenase,NONE,P24095,NONE,NONE,"NONE
"
2gzo_A_cavity_4,7,3.901,0.5572,4,0,2,0,1,0,UPF0301 protein SO_3346,NONE,Q8EBZ9,NONE,NONE,"NONE
"
1k1d_A_cavity_2,7,3.9,0.5571,3,1,1,1,1,0,D-hydantoinase,NONE,Q45515,Nucleotide transport and metabolism,NONE,"NONE
"
1gqg_A_cavity_2,8,4.456,0.557,5,1,1,0,1,0,"Quercetin 2,3-dioxygenase",NONE,Q7SIC2,"Involved in quercetin 2,3-dioxygenase activity",NONE,"NONE
"
1p0n_B_cavity_2,8,4.453,0.5567,4,2,1,1,0,0,Isopentenyl-diphosphate delta-isomerase,NONE,P50740,Involved in catalytic activity,NONE,"NONE
"
1k4w_A_cavity_2,8,4.452,0.5564,6,2,0,0,0,0,Nuclear receptor ROR-beta,NONE,P45446,"Nuclear receptor that binds DNA as a monomer to ROR response elements (RORE) containing a single core motif half-site 5'-AGGTCA-3' preceded by a short A-T-rich sequence. Considered to have intrinsic transcriptional activity, have some natural ligands such as all-trans retinoic acid (ATRA) and other retinoids which act as inverse agonists repressing the transcriptional activity. Required for normal postnatal development of rod and cone photoreceptor cells. Modulates rod photoreceptors differentiation at least by inducing the transcription factor NRL-mediated pathway. In cone photoreceptor cells, regulates transcription of OPN1SW. Involved in the regulation of the period length and stability of the circadian rhythm. May control cytoarchitectural patterning of neocortical neurons during development. May act in a dose-dependent manner to regulate barrel formation upon innervation of layer IV neurons by thalamocortical axons. May play a role in the suppression of osteoblastic differentiation through the inhibition of RUNX2 transcriptional activity.",NONE,"NONE
"
1woj_A_cavity_1,7,3.893,0.5561,5,0,1,0,1,0,"2,3-cyclic-nucleotide 3-phosphodiesterase",NONE,P09543,NONE,NONE,"NONE
"
1tuw_A_cavity_2,7,3.889,0.5556,5,0,2,0,0,0,Tetracenomycin polyketide synthesis protein tcmI,NONE,P39890,NONE,NONE,"NONE
"
1ll0_A_cavity_1,7,3.889,0.5555,6,1,0,0,0,0,Glycogenin-1,NONE,P13280,"Involved in transferase activity, transferring hexosyl groups",NONE,"NONE
"
1cvj_H_cavity_1,7,3.888,0.5555,4,2,1,0,0,0,Polyadenylate-binding protein 1,NONE,P11940,NONE,NONE,"NONE
"
2vxq_H_cavity_2,7,3.887,0.5552,4,1,1,1,0,0,Pollen allergen Phl p 2,NONE,P43214,NONE,NONE,"NONE
"
1jba_A_cavity_1,7,3.886,0.5552,6,0,1,0,0,0,Guanylyl cyclase-activating protein 2,NONE,P51177,NONE,NONE,"NONE
"
1h6n_A_cavity_5,12,6.661,0.5551,6,2,1,0,3,0,Catalase,NONE,P42321,Inorganic ion transport and metabolism,NONE,"NONE
"
2ee4_A_cavity_1,8,4.439,0.5549,5,2,0,0,1,0,Rho GTPase-activating protein 5,NONE,Q13017,NONE,NONE,"NONE
"
1lnm_A_cavity_2,7,3.884,0.5549,5,0,1,0,1,0,Bilin-binding protein,LIGAND BINDING PROTEIN,BBP_PIEBR,This protein binds the blue pigments bilins.,NONE,"NONE
"
2ify_A_cavity_1,8,4.439,0.5548,6,1,1,0,0,0,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",NONE,Q81X77,NONE,NONE,"NONE
"
1d06_A_cavity_2,7,3.879,0.5542,6,0,0,0,1,0,Sensor protein fixL,NONE,P10955,Involved in ATP binding,NONE,"NONE
"
1js6_B_cavity_2,7,3.869,0.5528,7,0,0,0,0,0,Aromatic-L-amino-acid decarboxylase,NONE,P80041,"Catalyzes the decarboxylation of L-3,4-dihydroxyphenylalanine (DOPA) to dopamine, L-5-hydroxytryptophan to serotonin and L-tryptophan to tryptamine.",NONE,"NONE
"
3i4z_B_cavity_1,8,4.422,0.5527,7,1,0,0,0,0,Tryptophan dimethylallyltransferase,NONE,Q50EL0,NONE,NONE,"NONE
"
3cb4_F_cavity_4,8,4.421,0.5526,6,1,1,0,0,0,GTP-binding protein lepA,NONE,P60785,NONE,NONE,"NONE
"
1ouu_B_cavity_1,8,4.417,0.5522,5,0,1,0,2,0,Hemoglobin subunit alpha-1,NONE,P02019,NONE,NONE,"NONE
"
1lmz_A_cavity_1,7,3.861,0.5516,5,1,1,0,0,0,DNA-3-methyladenine glycosylase 1,NONE,P05100,Carbohydrate transport and metabolism,NONE,"NONE
"
2jmp_A_cavity_1,7,3.854,0.5506,5,0,2,0,0,0,Chromosomal replication initiator protein dnaA,NONE,P35888,NONE,NONE,"NONE
"
2h6a_A_cavity_1,8,4.403,0.5504,4,1,1,1,1,0,Metallo-beta-lactamase L1,NONE,P52700,Involved in zinc ion binding,NONE,"NONE
"
2hzv_C_cavity_1,7,3.851,0.5501,5,2,0,0,0,0,Nickel-responsive regulator,NONE,P0A6Z6,NONE,NONE,"NONE
"
1rhc_A_cavity_2,7,3.849,0.5498,4,0,2,0,1,0,F420-dependent alcohol dehydrogenase,NONE,O93734,Energy production and conversion,NONE,"NONE
"
1wgw_A_cavity_1,7,3.848,0.5497,6,1,0,0,0,0,Signal recognition particle 54 kDa protein,NONE,P14576,NONE,NONE,"NONE
"
2bbu_A_cavity_2,11,6.037,0.5488,7,2,0,0,2,0,Suppressor of cytokine signaling 3,NONE,O35718,NONE,NONE,"NONE
"
2fr2_A_cavity_1,8,4.39,0.5488,7,0,0,0,1,0,UPF0678 fatty acid-binding protein-like protein Rv2717c/MT2790,NONE,O07216,NONE,NONE,"NONE
"
2zbk_C_cavity_1,9,4.935,0.5483,5,2,0,1,1,0,Type II DNA topoisomerase VI subunit A,NONE,O05208,NONE,NONE,"NONE
"
3fsl_F_cavity_2,9,4.934,0.5482,6,2,0,1,0,0,Aromatic-amino-acid aminotransferase,NONE,P04693,NONE,NONE,"NONE
"
1aw1_E_cavity_1,7,3.837,0.5481,3,1,1,1,1,0,Triosephosphate isomerase,NONE,P50921,Carbohydrate transport and metabolism,NONE,"NONE
"
1f0x_A_cavity_3,7,3.836,0.548,4,1,1,0,1,0,D-lactate dehydrogenase,OXIDOREDUCTASE,DLD_ECOLI,"First component of the membrane-bound D-lactate oxidase, which is believed to play an important role in the energization of the active transport of a variety of sugars and amino acids.",NONE,"NONE
"
1jyh_A_cavity_1,8,4.376,0.547,7,0,0,1,0,0,DNA gyrase inhibitory protein,NONE,P33012,NONE,NONE,"NONE
"
1prx_A_cavity_1,7,3.822,0.546,6,1,0,0,0,0,Peroxiredoxin-6,NONE,P30041,NONE,NONE,"NONE
"
1lv2_A_cavity_1,7,3.822,0.546,6,0,1,0,0,0,Hepatocyte nuclear factor 4-gamma,NONE,Q14541,Involved in transcription factor activity,NONE,"NONE
"
2v4j_C_cavity_1,7,3.821,0.5459,5,2,0,0,0,0,"Sulfite reductase, dissimilatory-type subunit alpha",NONE,P45574,NONE,NONE,"NONE
"
1jh6_A_cavity_1,11,5.997,0.5452,5,1,2,0,3,0,Cyclic phosphodiesterase,NONE,O04147,Involved in cyclic-nucleotide phosphodiesterase activity,NONE,"NONE
"
1qca_A_cavity_1,7,3.816,0.5452,7,0,0,0,0,0,Chloramphenicol acetyltransferase 3,NONE,P00484,Involved in chloramphenicol O-acetyltransferase activity,NONE,"Used in treatment of cholera, as it destroys the vibrios and decreases the diarrhea. It is effective against tetracycline-resistant vibrios. It is also used in eye drops or ointment to treat bacterial conjunctivitis.
"
2f8x_C_cavity_3,7,3.815,0.545,4,1,1,0,1,0,Neurogenic locus notch homolog protein 1,TRANSCRIPTION/DNA,NOTC1_HUMAN,"Functions as a receptor for membrane-bound ligands Jagged1, Jagged2 and Delta1 to regulate cell-fate determination. Upon ligand activation through the released notch intracellular domain (NICD) it forms a transcriptional activator complex with RBP-J kappa","NOTCH1 truncation is associated with T-cell acute lymphoblastic leukemia.;Defects in NOTCH1 are a cause of aortic valve disease [MIM:109730]. The disorder consists of an early developmental defect in the aortic valve and a later de-repression of calcium deposition that causes progressive aortic valve disease. Calcification of the aortic valve is the third leading cause of heart disease in adults. The incidence increases with age, and it is often associated with a bicuspid aortic valve present in 1-2% of the population.","NONE
"
2hzt_C_cavity_1,7,3.812,0.5446,6,0,1,0,0,0,Uncharacterized HTH-type transcriptional regulator ytcD,NONE,O34533,NONE,NONE,"NONE
"
2hmv_B_cavity_1,8,4.356,0.5445,7,1,0,0,0,0,Ktr system potassium uptake protein A,NONE,O32080,NONE,NONE,"NONE
"
2qvl_A_cavity_1,7,3.811,0.5444,6,1,0,0,0,0,Diacylglycerol kinase,NONE,Q6GFF9,NONE,NONE,"NONE
"
1faw_D_cavity_1,8,4.351,0.5439,6,0,0,0,2,0,Hemoglobin subunit alpha-A,NONE,P01989,NONE,NONE,"NONE
"
2vv5_F_cavity_2,7,3.806,0.5438,6,1,0,0,0,0,Small-conductance mechanosensitive channel,MEMBRANE PROTEIN,MSCS_ECOLI,"Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Forms an ion channel of 1.0 nanosiemens con;The channel pore is formed by TM3 and the loop between TM2 and TM3. After a sharp turn at Gly-113, an alpha-helix (residues 114-127) is oriented nearly parallel to the plane of the putative lipid bilayer. On the intracellular side of the channel, the perm",NONE,"NONE
"
1wdm_D_cavity_3,7,3.802,0.5432,6,0,1,0,0,0,Fatty acid oxidation complex subunit alpha,NONE,P28793,NONE,NONE,"NONE
"
2ii4_B_cavity_2,7,3.801,0.543,5,2,0,0,0,0,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",NONE,P11181,NONE,NONE,"NONE
"
2j3t_B_cavity_1,8,4.339,0.5424,7,0,1,0,0,0,Trafficking protein particle complex subunit 3,NONE,O55013,NONE,NONE,"NONE
"
1wz8_D_cavity_3,7,3.793,0.5419,5,1,1,0,0,0,Enoyl-CoA hydratase,NONE,Q5SLS5,Involved in catalytic activity,NONE,"NONE
"
3blv_A_cavity_2,9,4.876,0.5418,6,1,0,1,1,0,"Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial",NONE,P28834,NONE,NONE,"NONE
"
1x9f_I_cavity_1,9,4.873,0.5414,6,1,0,0,2,0,Extracellular globin-4,NONE,P13579,NONE,NONE,"NONE
"
1ord_B_cavity_3,8,4.33,0.5412,6,1,0,0,1,0,"Ornithine decarboxylase, inducible",NONE,P43099,Amino acid transport and metabolism,NONE,"NONE
"
1pn9_A_cavity_1,8,4.329,0.5411,6,0,0,2,0,0,"Glutathione S-transferase 1, isoform D",NONE,Q93113,"Posttranslational modification, protein turnover, chaperones",NONE,"NONE
"
1x51_A_cavity_1,8,4.328,0.541,3,1,2,2,0,0,A/G-specific adenine DNA glycosylase,"HYDROLASE, DNA BINDING PROTEIN",MUTYH_HUMAN,Involved in oxidative DNA damage repair. Initiates repair of A*oxoG to C*G by removing the inappropriately paired adenine base from the DNA backbone. Possesses both adenine and 2- OH-A DNA glycosylase activities.,Defects in MUTYH are a cause of autosomal recessive colorectal adenomatous polyposis [MIM:608456].;Defects in MUTYH are a cause of gastric cancer [MIM:137215].,"NONE
"
1v5b_C_cavity_1,7,3.784,0.5406,4,1,1,0,1,0,3-isopropylmalate dehydrogenase,NONE,P12010,NONE,NONE,"NONE
"
1wdw_G_cavity_1,8,4.323,0.5404,5,0,1,1,1,0,Tryptophan synthase alpha chain,NONE,Q8U094,NONE,NONE,"NONE
"
