From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
P95470,P95470,reviewed,ARBA_CELJU,Extracellular exo-alpha-(1->5)-L-arabinofuranosidase ArbA (ABF) (EC 3.2.1.55) (Extracellular arabinan exo-alpha-(1->5)-L-arabinosidase ArbA) (Arabinosidase),arbA,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),347
Q00499,Q00499,reviewed,CY550_PARVE,Cytochrome c-550 (Cytochrome c550),cyc,Paracoccus versutus (Thiobacillus versutus),154
FABPH_HUMAN,P05413,reviewed,FABPH_HUMAN,"Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI) (Muscle fatty acid-binding protein) (M-FABP)",FABP3 FABP11 MDGI,Homo sapiens (Human),133
O07216,P9WFG6,reviewed,NB2_MYCTO,Peroxynitrite isomerase 2 (EC 5.99.-.-) (Ferric nitrobindin) (Nb(III)),MT2790,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),164
O07216,P9WFG7,reviewed,NB1_MYCTU,Peroxynitrite isomerase 1 (EC 5.99.-.-) (Ferric Mycobacterium tuberculosis nitrobindin) (Mt-Nb(III)),Rv2717c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),164
P19821,P19821,reviewed,DPO1_THEAQ,"DNA polymerase I, thermostable (EC 2.7.7.7) (Taq polymerase 1)",polA pol1,Thermus aquaticus,832
PEPD_HUMAN,P12955,reviewed,PEPD_HUMAN,Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase),PEPD PRD,Homo sapiens (Human),493
P04745,P0DUB6,reviewed,AMY1A_HUMAN,"Alpha-amylase 1A (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary alpha-amylase)",AMY1A AMY1,Homo sapiens (Human),511
P04745,P0DTE7,reviewed,AMY1B_HUMAN,Alpha-amylase 1B (EC 3.2.1.1),AMY1B AMY1,Homo sapiens (Human),511
P04745,P0DTE8,reviewed,AMY1C_HUMAN,Alpha-amylase 1C (EC 3.2.1.1),AMY1C AMY1,Homo sapiens (Human),511
P49053,P49053,reviewed,PRXC_CURIN,Vanadium chloroperoxidase (EC 1.11.1.10) (Vanadium chloride peroxidase) (VCPO),CPO,Curvularia inaequalis,609
MUTYH_HUMAN,Q9UIF7,reviewed,MUTYH_HUMAN,Adenine DNA glycosylase (EC 3.2.2.31) (MutY homolog) (hMYH),MUTYH MYH,Homo sapiens (Human),546
P80018,P80018,reviewed,GLBC_MOLAR,"Globin C, coelomic",,Molpadia arenicola (Sea cucumber) (Caudina arenicola),159
O32080,O32080,reviewed,KTRA_BACSU,Ktr system potassium uptake protein A (K(+)-uptake protein KtrA),ktrA yuaA BSU31090,Bacillus subtilis (strain 168),222
Q986N2,Q986N2,reviewed,RISB2_RHILO,"6,7-dimethyl-8-ribityllumazine synthase 2 (DMRL synthase 2) (LS 2) (Lumazine synthase 2) (EC 2.5.1.78) (Type II lumazine synthase)",ribH2 mll7281,Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099)),157
P43358,P43358,reviewed,MAGA4_HUMAN,Melanoma-associated antigen 4 (Cancer/testis antigen 1.4) (CT1.4) (MAGE-4 antigen) (MAGE-41 antigen) (MAGE-X2 antigen),MAGEA4 MAGE4,Homo sapiens (Human),317
P00455,P00455,reviewed,FENR_SPIOL,"Ferredoxin--NADP reductase, chloroplastic (FNR) (EC 1.18.1.2)",PETH,Spinacia oleracea (Spinach),369
P11938,P11938,reviewed,RAP1_YEAST,DNA-binding protein RAP1 (Repressor/activator site-binding protein) (SBF-E) (TUF),RAP1 GRF1 TUF1 YNL216W N1310,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),827
P0AB80,P0AB80,reviewed,ILVE_ECOLI,Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42) (Transaminase B),ilvE b3770 JW5606,Escherichia coli (strain K12),309
Q57840,Q57840,reviewed,RPO7_METJA,DNA-directed RNA polymerase subunit Rpo7 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit E) (mjE) (DNA-directed RNA polymerase subunit E'),rpo7 rpoE rpoE1 MJ0397,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),187
Q9H0P0,Q9H0P0,reviewed,5NT3A_HUMAN,Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I) (Uridine 5'-monophosphate hydrolase 1) (p36),NT5C3A NT5C3 P5N1 UMPH1 HSPC233,Homo sapiens (Human),336
P14429,P14429,reviewed,HA17_MOUSE,"H-2 class I histocompatibility antigen, Q7 alpha chain (QA-2 antigen)",H2-Q7,Mus musculus (Mouse),334
Q02293,Q02293,reviewed,FNTB_RAT,Protein farnesyltransferase subunit beta (FTase-beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta),Fntb,Rattus norvegicus (Rat),437
O88093,O88093,reviewed,HBP_ECOLX,Hemoglobin-binding protease hbp autotransporter (EC 3.4.21.-) [Cleaved into: Hemoglobin-binding protease hbp; Hemoglobin-binding protease hbp translocator (Helper peptide)],hbp,Escherichia coli,1377
O34656,O34656,reviewed,COTI_BACSU,Spore coat protein I,cotI ytaA BSU30920,Bacillus subtilis (strain 168),357
Q03023,Q03023,reviewed,APRA_PSEAE,Serralysin (EC 3.4.24.40) (Alkaline metalloproteinase) (AP),aprA PA1249,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),479
Q9ZP54,Q9ZP54,reviewed,PARP1_ARATH,Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (NAD(+) ADP-ribosyltransferase 1) (ADPRT-1) (Poly[ADP-ribose] synthase 1) (Protein ADP-ribosyltransferase PARP1) (EC 2.4.2.-),PARP1 At2g31320 F16D14.16,Arabidopsis thaliana (Mouse-ear cress),983
P80721,P80721,reviewed,GLB_PAREP,Globin-3 (Myoglobin),,Paramphistomum epiclitum,148
P47039,P47039,reviewed,BNA3_YEAST,Probable kynurenine--oxoglutarate transaminase BNA3 (EC 2.6.1.7) (Biosynthesis of nicotinic acid protein 3) (Kynurenine aminotransferase),BNA3 YJL060W J1138,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),444
O74536,O74536,reviewed,SNF1_SCHPO,SNF1-like protein kinase ssp2 (EC 2.7.11.1),ssp2 SPCC74.03c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),576
Q7SIC2,Q7SIC2,reviewed,QDOI_ASPJA,"Quercetin 2,3-dioxygenase (EC 1.13.11.24) (2,3QD) (Flavonol 2,4-dioxygenase) (Quercetinase)",,Aspergillus japonicus,350
P39462,P39462,reviewed,ADH_SACS2,NAD-dependent alcohol dehydrogenase (EC 1.1.1.1),adh SSO2536,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),347
Q9P2J5,Q9P2J5,reviewed,SYLC_HUMAN,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)",LARS1 KIAA1352 LARS,Homo sapiens (Human),1176
Q03506,Q03506,reviewed,BGLA_NIACI,Beta-glucosidase (EC 3.2.1.21) (Amygdalase) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase),bglA,Niallia circulans (Bacillus circulans),450
P23110,P23110,reviewed,2SS8_HELAN,Albumin-8 (Methionine-rich 2S protein) (SFA8),,Helianthus annuus (Common sunflower),141
P49435,P49435,reviewed,APT1_YEAST,Adenine phosphoribosyltransferase 1 (APRT 1) (EC 2.4.2.7),APT1 YML022W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),187
Q9HBH1,Q9HBH1,reviewed,DEFM_HUMAN,"Peptide deformylase, mitochondrial (EC 3.5.1.88) (Polypeptide deformylase)",PDF PDF1A,Homo sapiens (Human),243
O55013,O55013,reviewed,TPPC3_MOUSE,Trafficking protein particle complex subunit 3 (BET3 homolog),Trappc3 Bet3,Mus musculus (Mouse),180
Q81X77,Q81X77,reviewed,GPMI_BACAN,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)",gpmI gpmA BA_5365 GBAA_5365 BAS4986,Bacillus anthracis,509
P50740,P50740,reviewed,IDI2_BACSU,Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2),fni idi ypgA BSU22870,Bacillus subtilis (strain 168),349
P35521,P35521,reviewed,ICLN_CANLF,"Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln))",CLNS1A ICLN,Canis lupus familiaris (Dog) (Canis familiaris),235
Q9Y5J7,Q9Y5J7,reviewed,TIM9_HUMAN,Mitochondrial import inner membrane translocase subunit Tim9,TIMM9 TIM9 TIM9A TIMM9A,Homo sapiens (Human),89
O28478,O28478,reviewed,Y1796_ARCFU,Uncharacterized protein AF_1796,AF_1796,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),183
P16088,P16088,reviewed,POL_FIVPE,Pol polyprotein [Cleaved into: Protease (Retropepsin) (EC 3.4.23.-); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2); Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)],pol,Feline immunodeficiency virus (isolate Petaluma) (FIV),1124
P83134,P83134,reviewed,HBAD_ALDGI,Hemoglobin D subunit alpha (Hemoglobin D alpha chain),,Aldabrachelys gigantea (Aldabra giant tortoise) (Geochelone gigantea),141
BCL9_HUMAN,O00512,reviewed,BCL9_HUMAN,B-cell CLL/lymphoma 9 protein (B-cell lymphoma 9 protein) (Bcl-9) (Protein legless homolog),BCL9,Homo sapiens (Human),1426
P07256,P07256,reviewed,QCR1_YEAST,"Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome c oxidoreductase core protein 1) (Ubiquinol-cytochrome c reductase 44 kDa protein)",COR1 QCR1 YBL045C YBL0403,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),457
P43246,P43246,reviewed,MSH2_HUMAN,DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2),MSH2,Homo sapiens (Human),934
P33012,P33012,reviewed,SBMC_ECOLI,DNA gyrase inhibitor,sbmC gyrI yeeB b2009 JW1991,Escherichia coli (strain K12),157
P22266,P22266,reviewed,ESTA_STRSC,Esterase (EC 3.1.1.-),estA,Streptomyces scabiei,345
Q9Z9H6,Q9Z9H6,reviewed,RPOA_THETH,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha),rpoA,Thermus thermophilus,315
O29507,O29507,reviewed,TRM56_ARCFU,tRNA (cytidine(56)-2'-O)-methyltransferase (EC 2.1.1.206) (tRNA ribose 2'-O-methyltransferase aTrm56),AF_0751,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),168
P61713,P61713,reviewed,RISB2_BRUSU,"6,7-dimethyl-8-ribityllumazine synthase 2 (DMRL synthase 2) (LS 2) (Lumazine synthase 2) (EC 2.5.1.78)",ribH2 ribH-2 BRA0695 BS1330_II0688,Brucella suis biovar 1 (strain 1330),158
P07584,P07584,reviewed,ASTA_ASTAS,Astacin (EC 3.4.24.21) (Crayfish small molecule proteinase),,Astacus astacus (Noble crayfish) (Astacus fluviatilis),251
Q8ZU79,Q8ZU79,reviewed,SURE1_PYRAE,5'-nucleotidase SurE 1 (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase 1),surE1 PAE2908,Pyrobaculum aerophilum (strain ATCC 51768 / DSM 7523 / JCM 9630 / CIP 104966 / NBRC 100827 / IM2),266
GELS_HUMAN,P06396,reviewed,GELS_HUMAN,Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin),GSN,Homo sapiens (Human),782
P0A7A0,P0A7A0,reviewed,PGK_ECOL6,Phosphoglycerate kinase (EC 2.7.2.3),pgk c3504,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),387
Q57366,Q57366,reviewed,DSTOR_CERSP,Dimethyl sulfoxide/trimethylamine N-oxide reductase (DMSO reductase) (DMSOR) (Me2SO reductase) (TMAOR) (EC 1.7.2.3) (EC 1.8.5.3),dmsA dsrA,Cereibacter sphaeroides (Rhodobacter sphaeroides),822
P41260,P41260,reviewed,GLB1_PHAPT,Hemoglobin-1 (Hemoglobin I) (Hb I) (HbI) (Sulfide-reactive hemoglobin),,Phacoides pectinatus (Thick lucine) (Lucina pectinata),143
P01989,P01989,reviewed,HBA_ANSAN,Hemoglobin subunit alpha-A (Alpha-A-globin) (Hemoglobin alpha-A chain),HBAA,Anser anser anser (Western greylag goose),142
P04382,P04382,reviewed,DYR_BPT4,Dihydrofolate reductase (EC 1.5.1.3),frd,Enterobacteria phage T4 (Bacteriophage T4),193
O30245,O30245,reviewed,RIO2_ARCFU,RIO-type serine/threonine-protein kinase Rio2 (AfRio2) (EC 2.7.11.1),rio2 AF_2426,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),282
P24473,P24473,reviewed,GSTK1_RAT,Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST 13-13) (GST class-kappa) (GSTK1-1) (rGSTK1) (Glutathione S-transferase subunit 13),Gstk1,Rattus norvegicus (Rat),226
P53_HUMAN,P04637,reviewed,P53_HUMAN,Cellular tumor antigen p53 (Antigen NY-CO-13) (Phosphoprotein p53) (Tumor suppressor p53),TP53 P53,Homo sapiens (Human),393
PH4H_HUMAN,P00439,reviewed,PH4H_HUMAN,Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase),PAH,Homo sapiens (Human),452
Q60053,Q60053,reviewed,NEPU1_THEVU,Neopullulanase 1 (EC 3.2.1.135) (Alpha-amylase I) (TVA I),tvaI,Thermoactinomyces vulgaris,666
P51981,P51981,reviewed,AEEP_ECOLI,L-Ala-D/L-Glu epimerase (AE epimerase) (AEE) (EC 5.1.1.20),ycjG ycjH b1325 JW1318,Escherichia coli (strain K12),321
P02696,P02696,reviewed,RET1_RAT,Retinol-binding protein 1 (Cellular retinol-binding protein) (CRBP) (Cellular retinol-binding protein I) (CRBP-I),Rbp1 Rbp-1,Rattus norvegicus (Rat),135
RAN_HUMAN,P62826,reviewed,RAN_HUMAN,GTP-binding nuclear protein Ran (EC 3.6.5.-) (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein),RAN ARA24 OK/SW-cl.81,Homo sapiens (Human),216
P04084,P04084,reviewed,PA2HA_VIPAE,Acidic phospholipase A2 homolog vipoxin A chain (svPLA2 homolog) (Acidic phospholipase A2 inhibitor vipoxin A chain) (Vipoxin acidic component) (VAC) (Vipoxin non-toxic component),,Vipera ammodytes meridionalis (Eastern sand viper),122
P58764,P58764,reviewed,ETK_ECO27,Tyrosine-protein kinase etk (EC 2.7.10.-),etk E2348C_0966,Escherichia coli O127:H6 (strain E2348/69 / EPEC),726
Q09196,Q09196,reviewed,MLR4_SCHPO,Myosin regulatory light chain cdc4,cdc4 SPAP8A3.08,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),141
Q97F65,Q97F65,reviewed,KITH_CLOAB,Thymidine kinase (EC 2.7.1.21),tdk CA_C2887,Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W),195
P45446,P45446,reviewed,RORB_RAT,Nuclear receptor ROR-beta (Nuclear receptor RZR-beta) (Nuclear receptor subfamily 1 group F member 2) (Retinoid-related orphan receptor-beta),Rorb Nr1f2 Rzrb,Rattus norvegicus (Rat),470
P03714,P03714,reviewed,FII_LAMBD,Head-tail connector protein FII (Head-tail joining protein) (Minor capsid protein FII),FII lambdap10,Escherichia phage lambda (Bacteriophage lambda),117
P01904,P01904,reviewed,HA21_MOUSE,"H-2 class II histocompatibility antigen, E-D alpha chain (H2-IE-alpha)",H2-Ea,Mus musculus (Mouse),255
P0AFQ7,P0AFQ7,reviewed,YCFH_ECOLI,Uncharacterized metal-dependent hydrolase YcfH (EC 3.1.-.-),ycfH b1100 JW1086,Escherichia coli (strain K12),265
P37344,P37344,reviewed,PSPF_ECOLI,Psp operon transcriptional activator (Phage shock protein F),pspF ycjB b1303 JW1296,Escherichia coli (strain K12),325
P32361,P32361,reviewed,IRE1_YEAST,Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],IRE1 ERN1 YHR079C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1115
P12956,P12956,reviewed,XRCC6_HUMAN,X-ray repair cross-complementing protein 6 (EC 3.6.4.-) (EC 4.2.99.-) (5'-deoxyribose-5-phosphate lyase Ku70) (5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit) (CTC75) (CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70) (Ku70) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6),XRCC6 G22P1,Homo sapiens (Human),609
Q9ALU0,Q9ALU0,unreviewed,Q9ALU0_GEOSE,Phosphoglycerate mutase,yhfR,Geobacillus stearothermophilus (Bacillus stearothermophilus),195
CD1A_HUMAN,P06126,reviewed,CD1A_HUMAN,T-cell surface glycoprotein CD1a (T-cell surface antigen T6/Leu-6) (hTa1 thymocyte antigen) (CD antigen CD1a),CD1A,Homo sapiens (Human),327
P05938,P05938,reviewed,LBP_RENRE,Luciferin-binding protein (LBP),,Renilla reniformis (Sea pansy),184
Q08787,Q08787,reviewed,SRFAC_BACSU,Surfactin synthase subunit 3,srfAC srfA3 BSU03510,Bacillus subtilis (strain 168),1275
P05327,P05327,reviewed,PHR_SYNP6,Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme),phr phrA syc1392_c,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans),484
P03049,P03049,reviewed,RMNT_BPP22,Regulatory protein mnt,mnt,Salmonella phage P22 (Bacteriophage P22),83
Q9VUQ5,Q9VUQ5,reviewed,AGO2_DROME,Protein argonaute-2,AGO2 CG7439,Drosophila melanogaster (Fruit fly),1214
P00045,P00045,reviewed,CYC7_YEAST,Cytochrome c isoform 2 (Iso-2-cytochrome c) (Cytochrome c hypoxic isoform),CYC7 CYP3 YEL039C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),113
O87949,O87949,reviewed,TORD_SHEMA,Chaperone protein TorD,torD,Shewanella massilia,209
HBB_HUMAN,P68871,reviewed,HBB_HUMAN,Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin],HBB,Homo sapiens (Human),147
NDK3_HUMAN,Q13232,reviewed,NDK3_HUMAN,Nucleoside diphosphate kinase 3 (NDK 3) (NDP kinase 3) (EC 2.7.4.6) (DR-nm23) (Nucleoside diphosphate kinase C) (NDPKC) (nm23-H3),NME3,Homo sapiens (Human),169
P04693,P04693,reviewed,TYRB_ECOLI,Aromatic-amino-acid aminotransferase (ARAT) (AROAT) (EC 2.6.1.57) (Beta-methylphenylalanine transaminase) (EC 2.6.1.107),tyrB b4054 JW4014,Escherichia coli (strain K12),397
Q29411,Q29411,reviewed,CH3L1_PIG,Chitinase-3-like protein 1 (38 kDa heparin-binding glycoprotein) (Signal-processing protein) (gp38k),CHI3L1,Sus scrofa (Pig),383
HLAE_HUMAN,P13747,reviewed,HLAE_HUMAN,"HLA class I histocompatibility antigen, alpha chain E (MHC class I antigen E) [Cleaved into: Soluble HLA class I histocompatibility antigen, alpha chain E (sHLA-E)]",HLA-E HLA-6.2 HLAE,Homo sapiens (Human),358
P0ACI0,P0ACI0,reviewed,ROB_ECOLI,Right origin-binding protein,rob b4396 JW4359,Escherichia coli (strain K12),289
P10384,P10384,reviewed,FADL_ECOLI,Long-chain fatty acid transport protein (Outer membrane FadL protein) (Outer membrane flp protein),fadL ttr b2344 JW2341,Escherichia coli (strain K12),446
O14492,O14492,reviewed,SH2B2_HUMAN,SH2B adapter protein 2 (Adapter protein with pleckstrin homology and Src homology 2 domains) (SH2 and PH domain-containing adapter protein APS),SH2B2 APS,Homo sapiens (Human),632
Q9UPT8,Q9UPT8,reviewed,ZC3H4_HUMAN,Zinc finger CCCH domain-containing protein 4,ZC3H4 C19orf7 KIAA1064,Homo sapiens (Human),1303
P01852,P01852,reviewed,TCB1_MOUSE,T-cell receptor beta-1 chain C region,,Mus musculus (Mouse),173
P00609,P00609,reviewed,PA2B5_NOTSC,Basic phospholipase A2 notechis II-5 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),,Notechis scutatus scutatus (Mainland tiger snake) (Common tiger snake),119
P23921,P23921,reviewed,RIR1_HUMAN,Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit),RRM1 RR1,Homo sapiens (Human),792
Q8NBJ7,Q8NBJ7,reviewed,SUMF2_HUMAN,Inactive C-alpha-formylglycine-generating enzyme 2 (Paralog of formylglycine-generating enzyme) (pFGE) (Sulfatase-modifying factor 2),SUMF2 PSEC0171 UNQ1968/PRO4500,Homo sapiens (Human),301
P00142,P00142,reviewed,CYCP_RUBGE,Cytochrome c',,Rubrivivax gelatinosus (Rhodocyclus gelatinosus) (Rhodopseudomonas gelatinosa),129
Q9Y316,Q9Y316,reviewed,MEMO1_HUMAN,Protein MEMO1 (C21orf19-like protein) (Hepatitis C virus NS5A-transactivated protein 7) (HCV NS5A-transactivated protein 7) (Mediator of ErbB2-driven cell motility 1) (Mediator of cell motility 1) (Memo-1),MEMO1 C2orf4 MEMO NS5ATP7 CGI-27,Homo sapiens (Human),297
O66187,O66187,reviewed,SCNA_THITI,Thiocyanate hydrolase subunit alpha (EC 3.5.5.8),scnA,Thiobacillus thioparus,126
Q9ZFV5,Q9ZFV5,reviewed,EUTQ_SALTY,Acetate kinase EutQ (EC 2.7.2.1) (Ethanolamine utilization protein EutQ),eutQ STM2468,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),229
P0AEX9,P0AEX9,reviewed,MALE_ECOLI,Maltose/maltodextrin-binding periplasmic protein (MMBP) (Maltodextrin-binding protein) (Maltose-binding protein) (MBP),malE b4034 JW3994,Escherichia coli (strain K12),396
O35685,O35685,reviewed,NUDC_MOUSE,Nuclear migration protein nudC (Nuclear distribution protein C homolog) (Silica-induced gene 92 protein) (SIG-92),Nudc,Mus musculus (Mouse),332
P06181,P06181,reviewed,LIG8_PHACH,Ligninase H8 (EC 1.11.1.14) (Diarylpropane peroxidase) (Lignin peroxidase),LPOA,Phanerodontia chrysosporium (White-rot fungus) (Sporotrichum pruinosum),372
P24092,P24092,reviewed,HMWC_NITV2,High-molecular-weight cytochrome c (Cytochrome CC3),hmcA hmc DVU_0536,Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough) (Desulfovibrio vulgaris),545
P37352,P37352,reviewed,HPCE_ECOLX,"Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase [Includes: 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (HHDD isomerase) (EC 5.3.3.10) (5-carboxymethyl-2-hydroxymuconate Delta-isomerase); 5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase (EC 4.1.1.68) (5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase) (OPET decarboxylase)]",hpcE,Escherichia coli,427
P32156,P32156,reviewed,RHAM_ECOLI,L-rhamnose mutarotase (EC 5.1.3.32) (Rhamnose 1-epimerase) (Type-3 mutarotase),rhaM yiiL b3901 JW3872,Escherichia coli (strain K12),104
P77044,P77044,reviewed,MHPC_ECOLI,"2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase (EC 3.7.1.14) (2-hydroxy-6-ketonona-2,4-diene-1,9-dioic acid 5,6-hydrolase) (2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioic acid 5,6-hydrolase) (2-hydroxy-6-oxonona-2,4-diene-1,9-dioic acid 5,6-hydrolase)",mhpC b0349 JW0340,Escherichia coli (strain K12),288
CP2AD_HUMAN,Q16696,reviewed,CP2AD_HUMAN,Cytochrome P450 2A13 (EC 1.14.14.1) (CYPIIA13),CYP2A13,Homo sapiens (Human),494
Q56308,Q56308,reviewed,PIMT_THEMA,Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT),pcm TM_0704,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),317
P19915,P19915,reviewed,DCMS_HYDPS,Carbon monoxide dehydrogenase small chain (CO dehydrogenase subunit S) (CO-DH S) (EC 1.2.5.3),cutS,Hydrogenophaga pseudoflava (Pseudomonas carboxydoflava),163
Q9KX40,Q9KX40,reviewed,ESTB_BURGA,Esterase EstB (EC 3.1.1.-),estB,Burkholderia gladioli (Pseudomonas marginata) (Phytomonas marginata),392
P07328,P07328,reviewed,NIFD_AZOVI,Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I),nifD,Azotobacter vinelandii,492
Q90125,Q90125,reviewed,CAPSD_GMDNV,Capsid protein VP1 (Coat protein VP1) (Structural protein VP1),VP,Galleria mellonella densovirus (GmDNV),811
RAC1_HUMAN,P63000,reviewed,RAC1_HUMAN,Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1),RAC1 TC25 MIG5,Homo sapiens (Human),192
