From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
O35718,O35718,reviewed,SOCS3_MOUSE,Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (Protein EF-10),Socs3 Cis3 Cish3,Mus musculus (Mouse),225
O07216,P9WFG6,reviewed,NB2_MYCTO,Peroxynitrite isomerase 2 (EC 5.99.-.-) (Ferric nitrobindin) (Nb(III)),MT2790,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),164
O07216,P9WFG7,reviewed,NB1_MYCTU,Peroxynitrite isomerase 1 (EC 5.99.-.-) (Ferric Mycobacterium tuberculosis nitrobindin) (Mt-Nb(III)),Rv2717c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),164
O05208,O05208,reviewed,TOP6A_SACSH,Type 2 DNA topoisomerase 6 subunit A (EC 5.6.2.2) (Type II DNA topoisomerase VI subunit A),top6A J5U23_02507,Saccharolobus shibatae (strain ATCC 51178 / DSM 5389 / JCM 8931 / NBRC 15437 / B12) (Sulfolobus shibatae),389
P04693,P04693,reviewed,TYRB_ECOLI,Aromatic-amino-acid aminotransferase (ARAT) (AROAT) (EC 2.6.1.57) (Beta-methylphenylalanine transaminase) (EC 2.6.1.107),tyrB b4054 JW4014,Escherichia coli (strain K12),397
P50921,P50921,reviewed,TPIS_MORMI,Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase),tpiA tim tpi,Moritella marina (Vibrio marinus),256
DLD_ECOLI,P06149,reviewed,DLD_ECOLI,Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) ((R)-lactate:quinone 2-oxidoreductase) (D-lactate dehydrogenase) (D-LDH) (Respiratory D-lactate dehydrogenase),dld b2133 JW2121,Escherichia coli (strain K12),571
P33012,P33012,reviewed,SBMC_ECOLI,DNA gyrase inhibitor,sbmC gyrI yeeB b2009 JW1991,Escherichia coli (strain K12),157
P30041,P30041,reviewed,PRDX6_HUMAN,Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Liver 2D page spot 40) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12),PRDX6 AOP2 KIAA0106,Homo sapiens (Human),224
Q14541,Q14541,reviewed,HNF4G_HUMAN,Hepatocyte nuclear factor 4-gamma (HNF-4-gamma) (Nuclear receptor subfamily 2 group A member 2),HNF4G NR2A2,Homo sapiens (Human),408
P45574,P45574,reviewed,DSVA_NITV2,"Sulfite reductase, dissimilatory-type subunit alpha (Desulfoviridin subunit alpha) (Dissimilatory sulfite reductase subunit alpha) (dSiR alpha) (Hydrogensulfite reductase subunit alpha)",dsvA dsrA DVU_0402,Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough) (Desulfovibrio vulgaris),437
O04147,O04147,reviewed,CPD_ARATH,Cyclic phosphodiesterase (CPDase) (EC 3.1.4.37),At4g18930 F13C5.100 F13C5_100,Arabidopsis thaliana (Mouse-ear cress),181
P00484,P00484,reviewed,CAT3_ECOLX,Chloramphenicol acetyltransferase 3 (EC 2.3.1.28) (Chloramphenicol acetyltransferase III) (CAT-III),cat3,Escherichia coli,213
NOTC1_HUMAN,P46531,reviewed,NOTC1_HUMAN,Neurogenic locus notch homolog protein 1 (Notch 1) (hN1) (Translocation-associated notch protein TAN-1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)],NOTCH1 TAN1,Homo sapiens (Human),2555
O34533,O34533,reviewed,YTCD_BACSU,Uncharacterized HTH-type transcriptional regulator YtcD,ytcD BSU29030,Bacillus subtilis (strain 168),126
O32080,O32080,reviewed,KTRA_BACSU,Ktr system potassium uptake protein A (K(+)-uptake protein KtrA),ktrA yuaA BSU31090,Bacillus subtilis (strain 168),222
Q6GFF9,Q6GFF9,reviewed,DAGK_STAAR,Diacylglycerol kinase (DAG kinase) (DAGK) (EC 2.7.1.107),dagK dgkB SAR1989,Staphylococcus aureus (strain MRSA252),315
P01989,P01989,reviewed,HBA_ANSAN,Hemoglobin subunit alpha-A (Alpha-A-globin) (Hemoglobin alpha-A chain),HBAA,Anser anser anser (Western greylag goose),142
MSCS_ECOLI,P0C0S1,reviewed,MSCS_ECOLI,Small-conductance mechanosensitive channel,mscS yggB b2924 JW2891,Escherichia coli (strain K12),286
P28793,P28793,reviewed,FADB_PSEFR,Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)],fadB faoA,Pseudomonas fragi,715
P11181,P11181,reviewed,ODB2_BOVIN,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)",DBT,Bos taurus (Bovine),482
O55013,O55013,reviewed,TPPC3_MOUSE,Trafficking protein particle complex subunit 3 (BET3 homolog),Trappc3 Bet3,Mus musculus (Mouse),180
Q5SLS5,Q5SLS5,unreviewed,Q5SLS5_THET8,Enoyl-CoA hydratase,TTHA0218,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),264
P28834,P28834,reviewed,IDH1_YEAST,"Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)",IDH1 YNL037C N2690,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),360
P13579,P13579,reviewed,GLB4_LUMTE,Extracellular globin-4 (Erythrocruorin) (Globin A) (Globin IV),,Lumbricus terrestris (Common earthworm),151
P43099,P43099,reviewed,DCOR_LACS3,Inducible ornithine decarboxylase (ODC) (EC 4.1.1.17),odcI,Lactobacillus sp. (strain 30a),731
Q93113,Q93113,reviewed,GST1D_ANOGA,"Glutathione S-transferase 1, isoform D (EC 2.5.1.18) (EC 4.5.1.1) (AgGst1-alpha) (Aggst1-1) (Aggst1-6) (Aggst2-1) (DDT-dehydrochlorinase) (GST class-theta)",GstD1 GST1a AGAP004164,Anopheles gambiae (African malaria mosquito),209
MUTYH_HUMAN,Q9UIF7,reviewed,MUTYH_HUMAN,Adenine DNA glycosylase (EC 3.2.2.31) (MutY homolog) (hMYH),MUTYH MYH,Homo sapiens (Human),546
P12010,P12010,reviewed,LEU3_HEYCO,3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH),leuB,Heyndrickxia coagulans (Weizmannia coagulans),366
Q8U094,Q8U094,reviewed,TRPA_PYRFU,Tryptophan synthase alpha chain (EC 4.2.1.20),trpA PF1705,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),248
Q99JT9,Q99JT9,reviewed,MTND_MOUSE,Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1),Adi1 Mtcbp1,Mus musculus (Mouse),179
Q27743,Q27743,reviewed,LDH_PLAFD,L-lactate dehydrogenase (EC 1.1.1.27) (LDH-P),,Plasmodium falciparum (isolate CDC / Honduras),316
P84776,P84776,reviewed,PA2H_PROMB,Basic phospholipase A2 homolog zhaoermiatoxin (svPLA2 homolog),,Protobothrops mangshanensis (Mangshan pitviper) (Zhaoermia mangshanensis),121
P21836,P21836,reviewed,ACES_MOUSE,Acetylcholinesterase (AChE) (EC 3.1.1.7),Ache,Mus musculus (Mouse),614
P13053,P13053,reviewed,VDR_RAT,"Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)",Vdr Nr1i1,Rattus norvegicus (Rat),423
P00549,P00549,reviewed,KPYK1_YEAST,Pyruvate kinase 1 (PK 1) (EC 2.7.1.40) (cell division cycle protein 19),CDC19 PYK1 YAL038W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),500
O66440,O66440,reviewed,AROD_AQUAE,3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1),aroD aq_021,Aquifex aeolicus (strain VF5),219
Q16719,Q16719,reviewed,KYNU_HUMAN,Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase),KYNU,Homo sapiens (Human),465
P23008,P23008,reviewed,POLG_HRV1A,Genome polyprotein [Cleaved into: P1; Capsid protein VP0 (VP4-VP2); Capsid protein VP4 (P1A) (Virion protein 4); Capsid protein VP2 (P1B) (Virion protein 2); Capsid protein VP3 (P1C) (Virion protein 3); Capsid protein VP1 (P1D) (Virion protein 1); P2; Protease 2A (P2A) (EC 3.4.22.29) (Picornain 2A) (Protein 2A); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); P3; Protein 3AB; Protein 3A (P3A); Viral protein genome-linked (VPg) (Protein 3B) (P3B); Protein 3CD (EC 3.4.22.28); Protease 3C (EC 3.4.22.28) (Picornain 3C) (P3C); RNA-directed RNA polymerase (RdRp) (EC 2.7.7.48) (3D polymerase) (3Dpol) (Protein 3D) (3D)],,Human rhinovirus 1A (HRV-1A),2157
P00334,P00334,reviewed,ADH_DROME,Alcohol dehydrogenase (EC 1.1.1.1),Adh CG3481,Drosophila melanogaster (Fruit fly),256
Q13506,Q13506,reviewed,NAB1_HUMAN,NGFI-A-binding protein 1 (EGR-1-binding protein 1) (Transcriptional regulatory protein p54),NAB1,Homo sapiens (Human),487
P84126,P84126,unreviewed,P84126_THETH,indole-3-glycerol-phosphate synthase (EC 4.1.1.48),tthHB8IM,Thermus thermophilus,254
P00803,P00803,reviewed,LEP_ECOLI,Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I),lepB b2568 JW2552,Escherichia coli (strain K12),324
P23154,P23154,reviewed,CYPC_STRCO,Putative polyketide cyclase (WhiE ORF VI),SCO5315 SC6G9.18,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),159
P02240,P02240,reviewed,LGB2_LUPLU,Leghemoglobin-2 (LlLb2) (Leghemoglobin II),Lb2,Lupinus luteus (European yellow lupine),154
P52045,P52045,reviewed,SCPB_ECOLI,Methylmalonyl-CoA decarboxylase (MMCD) (EC 4.1.1.-) (Transcarboxylase),scpB mmcD ygfG b2919 JW2886,Escherichia coli (strain K12),261
Q9ZP54,Q9ZP54,reviewed,PARP1_ARATH,Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (NAD(+) ADP-ribosyltransferase 1) (ADPRT-1) (Poly[ADP-ribose] synthase 1) (Protein ADP-ribosyltransferase PARP1) (EC 2.4.2.-),PARP1 At2g31320 F16D14.16,Arabidopsis thaliana (Mouse-ear cress),983
P03599,P03599,reviewed,POL2_CPMVS,"RNA2 polyprotein (Genome polyprotein M) (M RNA polyprotein) (Middle component RNA polyprotein) (P2) [Cleaved into: VP58 (P58); Movement protein (MP) (48 kDa protein); Large capsid protein (LCP) (Coat protein VP37) (L subunit) (Large coat protein); Small capsid protein precursor (S subunit); Mature small capsid protein (SCP) (Coat protein VP23) (Small capsid protein, N-terminus part) (Small coat protein, N-terminus part); Small capsid protein C-terminus part (Small coat protein C-terminus part)]",,Cowpea mosaic virus (strain SB) (CPMV),1046
P00342,P00342,reviewed,LDHC_MOUSE,L-lactate dehydrogenase C chain (LDH-C) (EC 1.1.1.27) (LDH testis subunit) (LDH-X),Ldhc Ldh-3 Ldh3,Mus musculus (Mouse),332
Q9Y5J7,Q9Y5J7,reviewed,TIM9_HUMAN,Mitochondrial import inner membrane translocase subunit Tim9,TIMM9 TIM9 TIM9A TIMM9A,Homo sapiens (Human),89
Q8X7H4,Q8X7H4,reviewed,GATZ_ECO57,"D-tagatose-1,6-bisphosphate aldolase subunit GatZ",gatZ Z3258 ECs2898,Escherichia coli O157:H7,420
P37275,P37275,reviewed,ZEB1_HUMAN,Zinc finger E-box-binding homeobox 1 (NIL-2-A zinc finger protein) (Negative regulator of IL2) (Transcription factor 8) (TCF-8),ZEB1 AREB6 TCF8,Homo sapiens (Human),1124
P0A8V6,P0A8V6,reviewed,FADR_ECOLI,Fatty acid metabolism regulator protein,fadR oleR thdB b1187 JW1176,Escherichia coli (strain K12),239
P40136,P40136,reviewed,CYAA_BACAN,Calmodulin-sensitive adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Adenylyl cyclase) (Anthrax edema toxin adenylate cyclase component) (Edema factor) (EF),cya pXO1-122 BXA0141 GBAA_pXO1_0142,Bacillus anthracis,800
Q9UPT8,Q9UPT8,reviewed,ZC3H4_HUMAN,Zinc finger CCCH domain-containing protein 4,ZC3H4 C19orf7 KIAA1064,Homo sapiens (Human),1303
P24092,P24092,reviewed,HMWC_NITV2,High-molecular-weight cytochrome c (Cytochrome CC3),hmcA hmc DVU_0536,Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough) (Desulfovibrio vulgaris),545
HCK_HUMAN,P08631,reviewed,HCK_HUMAN,Tyrosine-protein kinase HCK (EC 2.7.10.2) (Hematopoietic cell kinase) (Hemopoietic cell kinase) (p59-HCK/p60-HCK) (p59Hck) (p61Hck),HCK,Homo sapiens (Human),526
CLK1_HUMAN,P49759,reviewed,CLK1_HUMAN,Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1),CLK1 CLK,Homo sapiens (Human),484
P43358,P43358,reviewed,MAGA4_HUMAN,Melanoma-associated antigen 4 (Cancer/testis antigen 1.4) (CT1.4) (MAGE-4 antigen) (MAGE-41 antigen) (MAGE-X2 antigen),MAGEA4 MAGE4,Homo sapiens (Human),317
P04386,P04386,reviewed,GAL4_YEAST,Regulatory protein GAL4,GAL4 YPL248C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),881
Q97F65,Q97F65,reviewed,KITH_CLOAB,Thymidine kinase (EC 2.7.1.21),tdk CA_C2887,Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W),195
Q9XCU0,Q9XCU0,unreviewed,Q9XCU0_DESDE,Nonaheme cytochrome c,hmcA,Desulfovibrio desulfuricans,323
Q8F4I0,Q8F4I0,reviewed,METXA_LEPIN,Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA),metXA LA_2061,Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601),366
Q51669,Q51669,reviewed,GFA_PARDE,Glutathione-dependent formaldehyde-activating enzyme (EC 4.4.1.22) (S-(hydroxymethyl)glutathione synthase),gfa,Paracoccus denitrificans,194
Q60053,Q60053,reviewed,NEPU1_THEVU,Neopullulanase 1 (EC 3.2.1.135) (Alpha-amylase I) (TVA I),tvaI,Thermoactinomyces vulgaris,666
P04745,P0DUB6,reviewed,AMY1A_HUMAN,"Alpha-amylase 1A (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary alpha-amylase)",AMY1A AMY1,Homo sapiens (Human),511
P04745,P0DTE7,reviewed,AMY1B_HUMAN,Alpha-amylase 1B (EC 3.2.1.1),AMY1B AMY1,Homo sapiens (Human),511
P04745,P0DTE8,reviewed,AMY1C_HUMAN,Alpha-amylase 1C (EC 3.2.1.1),AMY1C AMY1,Homo sapiens (Human),511
P0AFQ7,P0AFQ7,reviewed,YCFH_ECOLI,Uncharacterized metal-dependent hydrolase YcfH (EC 3.1.-.-),ycfH b1100 JW1086,Escherichia coli (strain K12),265
P23110,P23110,reviewed,2SS8_HELAN,Albumin-8 (Methionine-rich 2S protein) (SFA8),,Helianthus annuus (Common sunflower),141
P83134,P83134,reviewed,HBAD_ALDGI,Hemoglobin D subunit alpha (Hemoglobin D alpha chain),,Aldabrachelys gigantea (Aldabra giant tortoise) (Geochelone gigantea),141
Q90125,Q90125,reviewed,CAPSD_GMDNV,Capsid protein VP1 (Coat protein VP1) (Structural protein VP1),VP,Galleria mellonella densovirus (GmDNV),811
P46852,P46852,reviewed,YHHW_ECOLI,"Quercetin 2,3-dioxygenase (Quercetinase) (EC 1.13.11.24) (Pirin-like protein YhhW)",yhhW b3439 JW3402,Escherichia coli (strain K12),231
Q08506,Q08506,reviewed,ACCO1_PETHY,1-aminocyclopropane-1-carboxylate oxidase 1 (ACC oxidase 1) (ACCO) (EC 1.14.17.4) (Ethylene-forming enzyme) (EFE),ACO1,Petunia hybrida (Petunia),319
P46237,P46237,reviewed,GUNC_FUSOX,"Endoglucanase type C (EC 3.2.1.4) (Cellulase) (Endo-1,4-beta-glucanase) (Endoglucanase I) (EG I)",,Fusarium oxysporum (Fusarium vascular wilt),429
P35521,P35521,reviewed,ICLN_CANLF,"Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln))",CLNS1A ICLN,Canis lupus familiaris (Dog) (Canis familiaris),235
Q986N2,Q986N2,reviewed,RISB2_RHILO,"6,7-dimethyl-8-ribityllumazine synthase 2 (DMRL synthase 2) (LS 2) (Lumazine synthase 2) (EC 2.5.1.78) (Type II lumazine synthase)",ribH2 mll7281,Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099)),157
Q9X1R4,Q9X1R4,reviewed,SECA_THEMA,Protein translocase subunit SecA (EC 7.4.2.8),secA TM_1578,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),871
O58045,O58045,reviewed,IMDH_PYRHO,Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205),guaB PH0307,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),486
P0AEX9,P0AEX9,reviewed,MALE_ECOLI,Maltose/maltodextrin-binding periplasmic protein (MMBP) (Maltodextrin-binding protein) (Maltose-binding protein) (MBP),malE b4034 JW3994,Escherichia coli (strain K12),396
HBB_HUMAN,P68871,reviewed,HBB_HUMAN,Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin],HBB,Homo sapiens (Human),147
P47736,P47736,reviewed,RPGP1_HUMAN,Rap1 GTPase-activating protein 1 (Rap1GAP) (Rap1GAP1),RAP1GAP KIAA0474 RAP1GA1,Homo sapiens (Human),663
Q61033,Q61033,reviewed,LAP2A_MOUSE,"Lamina-associated polypeptide 2, isoforms alpha/zeta (Thymopoietin isoforms alpha/zeta) (TP alpha/zeta)",Tmpo Lap2,Mus musculus (Mouse),693
P49053,P49053,reviewed,PRXC_CURIN,Vanadium chloroperoxidase (EC 1.11.1.10) (Vanadium chloride peroxidase) (VCPO),CPO,Curvularia inaequalis,609
Q57366,Q57366,reviewed,DSTOR_CERSP,Dimethyl sulfoxide/trimethylamine N-oxide reductase (DMSO reductase) (DMSOR) (Me2SO reductase) (TMAOR) (EC 1.7.2.3) (EC 1.8.5.3),dmsA dsrA,Cereibacter sphaeroides (Rhodobacter sphaeroides),822
Q9XBQ3,Q9XBQ3,reviewed,IABF_GEOSE,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase (ABF) (EC 3.2.1.55) (Intracellular arabinan exo-alpha-(1->5)-L-arabinosidase) (Arabinosidase),abfA,Geobacillus stearothermophilus (Bacillus stearothermophilus),502
P23007,P23007,reviewed,CISY_CHICK,"Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)",CS,Gallus gallus (Chicken),433
P23837,P23837,reviewed,PHOQ_ECOLI,Sensor protein PhoQ (EC 2.7.13.3) (EC 3.1.3.-) (Sensor histidine protein kinase/phosphatase PhoQ),phoQ b1129 JW1115,Escherichia coli (strain K12),486
P32361,P32361,reviewed,IRE1_YEAST,Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],IRE1 ERN1 YHR079C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1115
P0A6L2,P0A6L2,reviewed,DAPA_ECOLI,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),dapA b2478 JW2463,Escherichia coli (strain K12),292
Q7TBN9,P0DOF3,reviewed,NCAP_RABVE,Nucleoprotein (NP) (Nucleocapsid protein) (Protein N),N,Rabies virus (strain ERA) (RABV),450
Q7TBN9,P16285,reviewed,NCAP_RABVS,Nucleoprotein (NP) (Nucleocapsid protein) (Protein N),N,Rabies virus (strain SAD B19) (RABV),450
P43246,P43246,reviewed,MSH2_HUMAN,DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2),MSH2,Homo sapiens (Human),934
P0AB80,P0AB80,reviewed,ILVE_ECOLI,Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42) (Transaminase B),ilvE b3770 JW5606,Escherichia coli (strain K12),309
Q44185,Q44185,reviewed,DCAS_RHIRD,N-carbamoyl-D-amino acid hydrolase (EC 3.5.1.77) (D-N-alpha-carbamilase),,Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter),304
Q01234,Q01234,reviewed,NFSB_ENTCL,Oxygen-insensitive NAD(P)H nitroreductase (NR) (EC 1.-.-.-),nfsB nfnB nfsI,Enterobacter cloacae,217
P28313,P28313,reviewed,PER_ARTRA,Peroxidase (EC 1.11.1.7),,Arthromyces ramosus,364
Q6TEC1,Q6TEC1,reviewed,NUD16_XENLA,U8 snoRNA-decapping enzyme (EC 3.6.1.62) (IDP phosphatase) (IDPase) (EC 3.6.1.64) (Inosine diphosphate phosphatase) (Nucleoside diphosphate-linked moiety X motif 16) (Nudix motif 16) (U8 snoRNA-binding protein X29) (m7GpppN-mRNA hydrolase),nudt16,Xenopus laevis (African clawed frog),212
O43252,O43252,reviewed,PAPS1_HUMAN,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)],PAPSS1 ATPSK1 PAPSS,Homo sapiens (Human),624
O58268,O58268,reviewed,PFDB_PYRHO,Prefoldin subunit beta (GimC subunit beta),pfdB PH0532,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),117
Q9H0P0,Q9H0P0,reviewed,5NT3A_HUMAN,Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I) (Uridine 5'-monophosphate hydrolase 1) (p36),NT5C3A NT5C3 P5N1 UMPH1 HSPC233,Homo sapiens (Human),336
P06148,P06148,reviewed,HBF1_URECA,Hemoglobin F-I,,Urechis caupo (Innkeeper worm) (Spoonworm),142
P0A876,P0A876,reviewed,TRMD_SHIFL,tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase),trmD SF2667 S2844,Shigella flexneri,255
O30409,O30409,reviewed,TYCC_BREPA,Tyrocidine synthase 3 (Tyrocidine synthase III) [Includes: ATP-dependent asparagine adenylase (AsnA) (Asparagine activase); ATP-dependent glutamine adenylase (GlnA) (Glutamine activase); ATP-dependent tyrosine adenylase (TyrA) (Tyrosine activase); ATP-dependent valine adenylase (ValA) (Valine activase); ATP-dependent ornithine adenylase (OrnA) (Ornithine activase); ATP-dependent leucine adenylase (LeuA) (Leucine activase)],tycC,Brevibacillus parabrevis,6486
Q8GY31,Q8GY31,reviewed,CDC25_ARATH,Dual specificity phosphatase Cdc25 (EC 3.1.3.48) (Arath;CDC25) (Arsenate reductase) (AtASR) (Arsenate reductase 2) (EC 1.20.4.1) (Sulfurtransferase 5) (AtStr5),CDC25 ACR2 ASR STR5 At5g03455 F12E4_220,Arabidopsis thaliana (Mouse-ear cress),146
Q58924,Q58924,reviewed,OGT_METJA,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase),ogt MJ1529,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),167
Q43077,Q43077,reviewed,AMO_PEA,Primary amine oxidase (EC 1.4.3.21) (Amine oxidase [copper-containing]),,Pisum sativum (Garden pea) (Lathyrus oleraceus),674
Q9X0A2,Q9X0A2,unreviewed,Q9X0A2_THEMA,"Oxidoreductase, aldo/keto reductase family",TM_1009,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),286
P26646,P26646,reviewed,ACUI_ECOLI,Probable acrylyl-CoA reductase AcuI (EC 1.3.1.84) (Acryloyl-coenzyme A reductase AcuI),acuI yhdH b3253 JW3222,Escherichia coli (strain K12),324
HLAE_HUMAN,P13747,reviewed,HLAE_HUMAN,"HLA class I histocompatibility antigen, alpha chain E (MHC class I antigen E) [Cleaved into: Soluble HLA class I histocompatibility antigen, alpha chain E (sHLA-E)]",HLA-E HLA-6.2 HLAE,Homo sapiens (Human),358
P61830,P61830,reviewed,H3_YEAST,Histone H3,HHT1 YBR010W YBR0201; HHT2 SIN2 YNL031C N2749,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),136
FABPH_HUMAN,P05413,reviewed,FABPH_HUMAN,"Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI) (Muscle fatty acid-binding protein) (M-FABP)",FABP3 FABP11 MDGI,Homo sapiens (Human),133
P06450,P06450,reviewed,ATPA_SPIOL,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",atpA,Spinacia oleracea (Spinach),507
P28583,P28583,reviewed,CDPK_SOYBN,Calcium-dependent protein kinase SK5 (CDPK) (EC 2.7.11.1),,Glycine max (Soybean) (Glycine hispida),508
